birthYear,birthDate,deathYear,deathCause_label,profession
1937-01-01T00:00:00+02:00,1937-03-03,1968-01-01T00:00:00+02:00,Myocardial infarction,Actor artist
1937-01-01T00:00:00+02:00,1937-05-27,1999-01-01T00:00:00+02:00,Hepatocellular carcinoma,Film TV and theatre producer screenwriter
1937-01-01T00:00:00+02:00,1937-09-02,2006-01-01T00:00:00+02:00,Myocardial infarction,Canadian actor
1937-01-01T00:00:00+02:00,1937-02-26,2012-01-01T00:00:00+02:00,Pancreatic cancer,American actor and writer
1937-01-01T00:00:00+02:00,1937-07-22,1997-01-01T00:00:00+02:00,Cancer,British actor
1937-01-01T00:00:00+02:00,1937-09-14,2005-01-01T00:00:00+02:00,Cancer,American film actress
1937-01-01T00:00:00+02:00,1937-06-11,2012-01-01T00:00:00+02:00,Lung cancer,American actor
1937-01-01T00:00:00+02:00,1937-08-18,1996-01-01T00:00:00+02:00,Myocardial infarction,English comedian cartoonist satirist
1937-01-01T00:00:00+02:00,1937-09-07,2008-01-01T00:00:00+02:00,Pancreatic cancer,Film television actor
1937-01-01T00:00:00+02:00,{1937-01-01T00:00:00+02:00|1937-07-17},1995-01-01T00:00:00+02:00,Myocardial infarction,Venezuelan actor and writer
1938-01-01T00:00:00+02:00,1938-03-16,2005-01-01T00:00:00+02:00,Cancer,American gay-rights activist
1938-01-01T00:00:00+02:00,1938-08-02,2006-01-01T00:00:00+02:00,Cancer,Falkland Islands police officer
1938-01-01T00:00:00+02:00,1938-10-27,2000-01-01T00:00:00+02:00,Myocardial infarction,Canadian journalist
1938-01-01T00:00:00+02:00,1938-07-06,1996-01-01T00:00:00+02:00,Respiratory failure,Actress
1938-01-01T00:00:00+02:00,1938-04-28,1995-01-01T00:00:00+02:00,Leukemia,American actor
1938-01-01T00:00:00+02:00,1938-07-29,2005-01-01T00:00:00+02:00,Lung cancer,News anchor
1938-01-01T00:00:00+02:00,1938-03-17,1993-01-01T00:00:00+02:00,AIDS,Dancer actor
1938-01-01T00:00:00+02:00,1938-04-04,2010-01-01T00:00:00+02:00,Prostate cancer,Australia broadcaster
1938-01-01T00:00:00+02:00,1938-06-18,2005-01-01T00:00:00+02:00,Cancer,British actor
1938-01-01T00:00:00+02:00,1938-02-17,1983-01-01T00:00:00+02:00,Aviation accidents and incidents,Sri Lankan businessman
1938-01-01T00:00:00+02:00,1938-02-13,1999-01-01T00:00:00+02:00,Myocardial infarction,British actor
1938-01-01T00:00:00+02:00,1938-07-25,2001-01-01T00:00:00+02:00,Lung cancer,Filipino actor
1938-01-01T00:00:00+02:00,{1938-07-13|1938-07-14},1994-01-01T00:00:00+02:00,Myocardial infarction,American actor
1938-01-01T00:00:00+02:00,1938-04-18,2012-01-01T00:00:00+02:00,Cancer,Canadian publisher
1938-01-01T00:00:00+02:00,1938-05-22,1999-01-01T00:00:00+02:00,Breast cancer,Actress writer memoirist
1938-01-01T00:00:00+02:00,1938-10-17,2007-01-01T00:00:00+02:00,Idiopathic pulmonary fibrosis,Motorcycle Daredevil
1938-01-01T00:00:00+02:00,1938-11-02,2007-01-01T00:00:00+02:00,Epileptic seizure,American white nationalist leader author convicted felon
1938-01-01T00:00:00+02:00,1938-07-20,1981-01-01T00:00:00+02:00,Drowning,Actress
1938-01-01T00:00:00+02:00,1938-09-27,2010-01-01T00:00:00+02:00,Lung cancer,American actor
1938-01-01T00:00:00+02:00,1938-10-02,2008-01-01T00:00:00+02:00,Cancer,New Zealand actor
1938-01-01T00:00:00+02:00,1938-02-03,1982-01-01T00:00:00+02:00,Myocardial infarction,Actor
1938-01-01T00:00:00+02:00,1938-11-13,1979-01-01T00:00:00+02:00,Barbiturate overdose,Actress
1938-01-01T00:00:00+02:00,1938-02-27,1993-01-01T00:00:00+02:00,Breast cancer,British artist
1938-01-01T00:00:00+02:00,1938-07-27,2005-01-01T00:00:00+02:00,Pancreatic cancer,American screenwriter
1938-01-01T00:00:00+02:00,1938-10-09,2008-01-01T00:00:00+02:00,Pneumonia,Japanese wrestler
1938-01-01T00:00:00+02:00,1938-04-04,1989-01-01T00:00:00+02:00,Myocardial infarction,American baseball commissioner
1939-01-01T00:00:00+02:00,1939-12-13,2002-01-01T00:00:00+02:00,Cancer,British actor
1939-01-01T00:00:00+02:00,1939-11-15,1991-01-01T00:00:00+02:00,Heart failure,American actor
1939-01-01T00:00:00+02:00,1939-11-27,2013-01-01T00:00:00+02:00,Myocardial infarction,British archaeologist
1939-01-01T00:00:00+02:00,1939-07-07,1994-01-01T00:00:00+02:00,Thai people,American psychic
1939-01-01T00:00:00+02:00,1939-05-22,2004-01-01T00:00:00+02:00,Myocardial infarction,Actor
1939-01-01T00:00:00+02:00,1939-05-25,2010-01-01T00:00:00+02:00,Endometrial cancer,Actress
1939-01-01T00:00:00+02:00,1939-04-12,2009-01-01T00:00:00+02:00,Suicide,American historian
1939-01-01T00:00:00+02:00,1939-11-10,2012-01-01T00:00:00+02:00,Esophageal cancer,Oglala Lakota activist for the rights of Native American people
1939-01-01T00:00:00+02:00,1939-11-06,1964-01-01T00:00:00+02:00,Murder,American civil rights activist
1939-01-01T00:00:00+02:00,1939-10-09,2008-01-01T00:00:00+02:00,Adenoid cystic carcinoma,American football player
1939-01-01T00:00:00+02:00,1939-01-01T00:00:00+02:00,1990-01-01T00:00:00+02:00,Cancer,polo player horse breeder
1939-01-01T00:00:00+02:00,1939-10-18,1963-01-01T00:00:00+02:00,Ballistic trauma,Assassin of President John F. Kennedy
1939-01-01T00:00:00+02:00,1939-04-16,1999-01-01T00:00:00+02:00,Breast cancer,United Kingdom pop blue-eyed soul singer
1939-01-01T00:00:00+02:00,1939-07-01,2013-01-01T00:00:00+02:00,Periampullary cancer,American actress screenwriter singer and songwriter
1939-01-01T00:00:00+02:00,1939-05-20,2014-01-01T00:00:00+02:00,Cardiac arrest,Sri Lankan film director
1939-01-01T00:00:00+02:00,1939-08-07,2011-01-01T00:00:00+02:00,Cancer,English model and actor
1939-01-01T00:00:00+02:00,1939-01-09,2011-01-01T00:00:00+02:00,Multiple myeloma,Film stage and television actress
1939-01-01T00:00:00+02:00,1939-02-23,1998-01-01T00:00:00+02:00,Cancer,American sailor
1939-01-01T00:00:00+02:00,1939-12-30,2007-01-01T00:00:00+02:00,Ovarian cancer,Novelist and short story writer
1939-01-01T00:00:00+02:00,1939-01-08,2014-01-01T00:00:00+02:00,Myocardial infarction,Indian actor
1939-01-01T00:00:00+02:00,1939-10-04,1990-01-01T00:00:00+02:00,Diabetes mellitus,Nepalese singer
1939-01-01T00:00:00+02:00,1939-08-05,2007-01-01T00:00:00+02:00,Car Crash,American actor and film director
1939-01-01T00:00:00+02:00,1939-05-28,2011-01-01T00:00:00+02:00,Lung cancer,Actress
1939-01-01T00:00:00+02:00,1939-09-24,1989-01-01T00:00:00+02:00,Myocardial infarction,British actor
1939-01-01T00:00:00+02:00,1939-04-15,2014-01-01T00:00:00+02:00,Pancreatic cancer,News anchor reporter
1939-01-01T00:00:00+02:00,1939-03-22,1984-01-01T00:00:00+02:00,Brain tumor,English actress
1939-01-01T00:00:00+02:00,1939-06-01,1992-01-01T00:00:00+02:00,Colorectal cancer,American actor
1939-01-01T00:00:00+02:00,1939-11-26,1988-01-01T00:00:00+02:00,Cancer,American puppeteer
1939-01-01T00:00:00+02:00,1939-07-16,2010-01-01T00:00:00+02:00,Prostate cancer,British actor
1939-01-01T00:00:00+02:00,1939-05-26,2009-01-01T00:00:00+02:00,Pancreatic cancer,Cartoonist
1939-01-01T00:00:00+02:00,1939-12-20,2012-01-01T00:00:00+02:00,Lung cancer,American actress
1940-01-01T00:00:00+02:00,1940-04-23,1980-01-01T00:00:00+02:00,Murder,Catholic Martyr of El Salvador
1940-01-01T00:00:00+02:00,{1940-08-23|1940-08-28},1982-01-01T00:00:00+02:00,Drug overdose,American actor
1940-01-01T00:00:00+02:00,1940-04-15,1972-01-01T00:00:00+02:00,Terrorism,Israeli weightlifter
1940-01-01T00:00:00+02:00,1940-11-21,2010-01-01T00:00:00+02:00,Pancreatic cancer,Dominican Republic actor
1940-01-01T00:00:00+02:00,1940-07-17,2006-01-01T00:00:00+02:00,Cancer,British television manager
1940-01-01T00:00:00+02:00,1940-02-24,1971-01-01T00:00:00+02:00,Suicide methods,Actor
1940-01-01T00:00:00+02:00,1940-08-26,2008-01-01T00:00:00+02:00,Pneumothorax,American voice actor
1940-01-01T00:00:00+02:00,1940-03-07,1979-01-01T00:00:00+02:00,Epileptic seizure,German student activist
1940-01-01T00:00:00+02:00,1940-07-11,2005-01-01T00:00:00+02:00,Stroke,Presenter
1940-01-01T00:00:00+02:00,1940-03-24,2009-01-01T00:00:00+02:00,Myocardial infarction,British actor
1940-01-01T00:00:00+02:00,1940-08-07,2007-01-01T00:00:00+02:00,Cancer,German record producer and journalist
1940-01-01T00:00:00+02:00,1940-08-10,2012-01-01T00:00:00+02:00,Colorectal cancer,English sports commentator
1940-01-01T00:00:00+02:00,{1940-01-01T00:00:00+02:00|1940-06-20},2003-01-01T00:00:00+02:00,Stroke,Japanese university teacher
1940-01-01T00:00:00+02:00,1940-06-06,2013-01-01T00:00:00+02:00,Esophageal cancer,American DJ
1940-01-01T00:00:00+02:00,1940-04-20,2010-01-01T00:00:00+02:00,Liver cancer,American actor
1940-01-01T00:00:00+02:00,1940-12-24,2012-01-01T00:00:00+02:00,Brain tumor,Actress singer
1940-01-01T00:00:00+02:00,1940-08-25,1995-01-01T00:00:00+02:00,Cancer,British actor
1940-01-01T00:00:00+02:00,1940-03-02,2012-01-01T00:00:00+02:00,Lung cancer,Spanish actor
1940-01-01T00:00:00+02:00,1940-04-24,2010-01-01T00:00:00+02:00,Idiopathic pulmonary fibrosis,Irish ambassador
1940-01-01T00:00:00+02:00,1940-08-05,2008-01-01T00:00:00+02:00,Prostate cancer,Art dealer; racehorse owner and breeder
1940-01-01T00:00:00+02:00,1940-02-12,2012-01-01T00:00:00+02:00,Myocardial infarction,Actor
1940-01-01T00:00:00+02:00,1940-03-02,2004-01-01T00:00:00+02:00,Breast cancer,Actress acting coach
1940-01-01T00:00:00+02:00,1940-12-25,1976-01-01T00:00:00+02:00,Cirrhosis,Pakistani comedian and film actor
1940-01-01T00:00:00+02:00,1940-02-27,2011-01-01T00:00:00+02:00,Liver cancer,Australian actor
1940-01-01T00:00:00+02:00,1940-06-24,2014-01-01T00:00:00+02:00,Pancreatic cancer,Australian newsreader
1940-01-01T00:00:00+02:00,1940-03-13,1998-01-01T00:00:00+02:00,Cancer,Dancer and actor
1940-01-01T00:00:00+02:00,1940-09-19,2012-01-01T00:00:00+02:00,Cancer,British actor
1940-01-01T00:00:00+02:00,1940-10-31,1993-01-01T00:00:00+02:00,Stomach cancer,American gay-rights activist
1941-01-01T00:00:00+02:00,1941-01-25,2003-01-01T00:00:00+02:00,Suicide,German criminal
1941-01-01T00:00:00+02:00,1941-10-25,2011-01-01T00:00:00+02:00,Pneumonia,Canadian actor
1941-01-01T00:00:00+02:00,1941-11-25,2008-01-01T00:00:00+02:00,Organ dysfunction,Brazilian judge
1941-01-01T00:00:00+02:00,1941-12-10,1996-01-01T00:00:00+02:00,Myocardial infarction,Actor; Computer Software engineer
1941-01-01T00:00:00+02:00,1941-06-07,1972-01-01T00:00:00+02:00,Leukemia,British photographer
1941-01-01T00:00:00+02:00,1941-02-05,2010-01-01T00:00:00+02:00,Melanoma,American writer and producer
1941-01-01T00:00:00+02:00,1941-01-19,2009-01-01T00:00:00+02:00,Myocardial infarction,American mayor
1941-01-01T00:00:00+02:00,1941-09-02,2003-01-01T00:00:00+02:00,Lymphoma,English businessperson
1941-01-01T00:00:00+02:00,1941-05-16,2003-01-01T00:00:00+02:00,Prostate cancer,American businessman
1941-01-01T00:00:00+02:00,1941-10-08,2002-01-01T00:00:00+02:00,Esophageal cancer,Dutch journalist publisher columnist and author
1941-01-01T00:00:00+02:00,{1941-02-03|1941-02-06},2013-01-01T00:00:00+02:00,{Dementia|Alzheimer's disease},American politician
1941-01-01T00:00:00+02:00,1941-08-09,1986-01-01T00:00:00+02:00,AIDS,Make-up artist
1941-01-01T00:00:00+02:00,1941-12-06,1997-01-01T00:00:00+02:00,Cancer,American actor
1941-01-01T00:00:00+02:00,1941-11-13,1994-01-01T00:00:00+02:00,AIDS,American actor
{0004-01-01T00:00:00+02:00|1941-01-01T00:00:00+02:00},1941-01-01T00:00:00+02:00,2009-01-01T00:00:00+02:00,Traffic collision,American lawyer
1941-01-01T00:00:00+02:00,1941-03-06,1963-01-01T00:00:00+02:00,Homicide,Actress
1941-01-01T00:00:00+02:00,1941-10-10,1995-01-01T00:00:00+02:00,Hanging,Nigerian activist
1942-01-01T00:00:00+02:00,1942-08-02,1993-01-01T00:00:00+02:00,AIDS,American dancer and choreographer
1942-01-01T00:00:00+02:00,1942-09-17,2012-01-01T00:00:00+02:00,Liver cancer,Actress
1942-01-01T00:00:00+02:00,1942-09-29,1999-01-01T00:00:00+02:00,Ovarian cancer,American actor
1942-01-01T00:00:00+02:00,1942-02-21,2008-01-01T00:00:00+02:00,Mesothelioma,Journalist newsreader
1942-01-01T00:00:00+02:00,1942-12-19,2012-01-01T00:00:00+02:00,Brain tumor,Commercial airline pilot
1942-01-01T00:00:00+02:00,1942-08-04,2008-01-01T00:00:00+02:00,Myocardial infarction,American actor
1942-01-01T00:00:00+02:00,1942-11-29,1998-01-01T00:00:00+02:00,Myocardial infarction,English actor
1942-01-01T00:00:00+02:00,1942-09-21,2012-01-01T00:00:00+02:00,Liver cancer,Actress
1942-01-01T00:00:00+02:00,1942-11-01,2013-01-01T00:00:00+02:00,{Pneumonia|Sepsis},American actress; television personality
1942-01-01T00:00:00+02:00,1942-11-23,2008-01-01T00:00:00+02:00,Breast cancer,British actor and model
1942-01-01T00:00:00+02:00,1942-10-23,2007-01-01T00:00:00+02:00,Cerebral hemorrhage,Business woman founder of The Body Shop
1942-01-01T00:00:00+02:00,1942-10-22,2013-01-01T00:00:00+02:00,Multiple sclerosis,American actress singer
1942-01-01T00:00:00+02:00,1942-12-24,2007-01-01T00:00:00+02:00,Myocardial infarction,Professor of Psychiatry
1942-01-01T00:00:00+02:00,1942-12-10,2010-01-01T00:00:00+02:00,Head and neck cancer,burmese poet
1942-01-01T00:00:00+02:00,1942-10-26,2014-01-01T00:00:00+02:00,Pneumonia,actor
1942-01-01T00:00:00+02:00,1942-06-16,2014-01-01T00:00:00+02:00,Prostate cancer,Indian actor director
1942-01-01T00:00:00+02:00,1942-08-20,2009-01-01T00:00:00+02:00,Colgan Air Flight 3407,American historian and human rights activist
1942-01-01T00:00:00+02:00,1942-10-04,1976-01-01T00:00:00+02:00,Hunger strike,irish hunger striker
1942-01-01T00:00:00+02:00,1942-12-23,2006-01-01T00:00:00+02:00,Myocardial infarction,British comedian
1942-01-01T00:00:00+02:00,1942-04-23,2005-01-01T00:00:00+02:00,Nephropathy,Actress model
1942-01-01T00:00:00+02:00,1942-05-22,1999-01-01T00:00:00+02:00,Cancer,British actor
1942-01-01T00:00:00+02:00,1942-01-01T00:00:00+02:00,1988-01-01T00:00:00+02:00,Assassination,Sri Lankan activist
1942-01-01T00:00:00+02:00,1942-12-26,2013-01-01T00:00:00+02:00,Cancer,American human rights activist
1943-01-01T00:00:00+02:00,1943-09-28,1998-01-01T00:00:00+02:00,Myocardial infarction,American actor
1943-01-01T00:00:00+02:00,1943-12-10,1991-01-01T00:00:00+02:00,Stroke,Actor
1943-01-01T00:00:00+02:00,1943-03-04,2012-01-01T00:00:00+02:00,Myocardial infarction,Italian singer-songwriter musician
1943-01-01T00:00:00+02:00,1943-03-08,2010-01-01T00:00:00+02:00,Breast cancer,English-American actress
1943-01-01T00:00:00+02:00,1943-01-16,2003-01-01T00:00:00+02:00,Lung cancer,American actor
1943-01-01T00:00:00+02:00,1943-10-29,1996-01-01T00:00:00+02:00,Heart failure,Film producer screenwriter actor
1943-01-01T00:00:00+02:00,1943-05-06,2001-01-01T00:00:00+02:00,Ballistic trauma,Prominent U.S. conspiracy theorist
1943-01-01T00:00:00+02:00,1943-12-26,2000-01-01T00:00:00+02:00,Brain tumor,actor film director screenwriter writer
1943-01-01T00:00:00+02:00,1943-01-24,1969-01-01T00:00:00+02:00,Homicide,actress victim of murder by Charles Manson followers
1943-01-01T00:00:00+02:00,1943-12-02,1989-01-01T00:00:00+02:00,{Septic shock|HIV/AIDS},Entrepreneur
1943-01-01T00:00:00+02:00,1943-07-25,1993-01-01T00:00:00+02:00,Ovarian cancer,American actress
1943-01-01T00:00:00+02:00,1943-04-20,1971-01-01T00:00:00+02:00,Barbiturate overdose,Socialite actress model
1943-01-01T00:00:00+02:00,1943-10-11,2001-01-01T00:00:00+02:00,Breast cancer,English studio potter
1943-01-01T00:00:00+02:00,1943-03-14,1994-01-01T00:00:00+02:00,Ovarian cancer,Actress singer dancer
1943-01-01T00:00:00+02:00,1943-04-02,2003-01-01T00:00:00+02:00,Assassination,Italian lawyer and activist
1943-01-01T00:00:00+02:00,1943-01-05,1998-01-01T00:00:00+02:00,Assisted suicide,Spanish euthanesia activist
1943-01-01T00:00:00+02:00,1943-12-28,2005-01-01T00:00:00+02:00,Pneumonia,English television presenter
1943-01-01T00:00:00+02:00,1943-01-01T00:00:00+02:00,1997-01-01T00:00:00+02:00,Boiling liquid expanding vapor explosion,Northern Irish loyalist
1943-01-01T00:00:00+02:00,1943-03-16,2002-01-01T00:00:00+02:00,Multiple system atrophy,British writer
1943-01-01T00:00:00+02:00,1943-06-25,2012-01-01T00:00:00+02:00,Cancer,British designer
1943-01-01T00:00:00+02:00,1943-11-26,2002-01-01T00:00:00+02:00,{Pneumonia|Cancer},American film and television director
1943-01-01T00:00:00+02:00,1943-11-14,2004-01-01T00:00:00+02:00,Myocardial infarction,American businessman
1943-01-01T00:00:00+02:00,1943-02-27,1998-01-01T00:00:00+02:00,Myocardial infarction,Actress
1943-01-01T00:00:00+02:00,1943-01-01T00:00:00+02:00,1995-01-01T00:00:00+02:00,Suicide,French actor
1943-01-01T00:00:00+02:00,1943-11-28,2014-01-01T00:00:00+02:00,Lung cancer,Italian motorcycle designer
1943-01-01T00:00:00+02:00,1943-04-23,1993-01-01T00:00:00+02:00,Suicide,actor
1943-01-01T00:00:00+02:00,1943-12-17,2010-01-01T00:00:00+02:00,Sepsis,British actor
1943-01-01T00:00:00+02:00,{1943-01-01T00:00:00+02:00|1943-01-07},1955-01-01T00:00:00+02:00,Leukemia,Japanese origami artist
1943-01-01T00:00:00+02:00,1943-08-11,1969-01-01T00:00:00+02:00,Aorta,Heiress Volunteer
1943-01-01T00:00:00+02:00,1943-07-20,2009-01-01T00:00:00+02:00,Metastatic breast cancer,British actress
1944-01-01T00:00:00+02:00,1944-07-19,1986-01-01T00:00:00+02:00,Heart failure,Amrerican actor and singer
1944-01-01T00:00:00+02:00,1944-02-02,2012-01-01T00:00:00+02:00,Prostate cancer,Actor
1944-01-01T00:00:00+02:00,1944-09-16,2013-01-01T00:00:00+02:00,Pancreatic cancer,Australian journalist
1944-01-01T00:00:00+02:00,1944-02-29,2013-01-01T00:00:00+02:00,Pulmonary embolism,American actor
1944-01-01T00:00:00+02:00,1944-06-08,2012-01-01T00:00:00+02:00,Cancer,Actor composer musician
1944-01-01T00:00:00+02:00,1944-08-22,2007-01-01T00:00:00+02:00,Stroke,American television executive
1944-01-01T00:00:00+02:00,1944-02-08,2014-01-01T00:00:00+02:00,Pancreatic cancer,British actor
1944-01-01T00:00:00+02:00,1944-01-28,2013-01-01T00:00:00+02:00,Stroke,Spanish businesswoman
1944-01-01T00:00:00+02:00,1944-07-14,2008-01-01T00:00:00+02:00,Myocardial infarction,American cyclist writer and mechanic
1944-01-01T00:00:00+02:00,1944-01-10,1978-01-01T00:00:00+02:00,Myocardial infarction,American football player actor
1944-01-01T00:00:00+02:00,1944-11-21,2014-01-01T00:00:00+02:00,Vasculitis,Comedian actor director screenwriter
1944-01-01T00:00:00+02:00,1944-03-04,1999-01-01T00:00:00+02:00,Myocardial infarction,British Engineer and Technical Director
1944-01-01T00:00:00+02:00,1944-01-12,2009-01-01T00:00:00+02:00,Liver failure,British judge
1944-01-01T00:00:00+02:00,1944-01-05,2014-01-01T00:00:00+02:00,Haughey Air AgustaWestland AW139 crash,Irish-British entrepreneur and politician
1944-01-01T00:00:00+02:00,1944-03-01,2009-01-01T00:00:00+02:00,{Pneumonia|Lymphoid leukemia},American inventor
1944-01-01T00:00:00+02:00,1944-07-16,2012-01-01T00:00:00+02:00,Pancreatic cancer,Actress jewellery designer
1944-01-01T00:00:00+02:00,1944-08-31,2013-01-01T00:00:00+02:00,Cancer,Spanish actor
1944-01-01T00:00:00+02:00,1944-02-28,2013-01-01T00:00:00+02:00,Multiple myeloma,American diplomat
1944-01-01T00:00:00+02:00,1944-01-07,1993-01-01T00:00:00+02:00,Myocardial infarction,Old Testament scholar
1944-01-01T00:00:00+02:00,1944-10-05,2012-01-01T00:00:00+02:00,Non-epileptic seizure,Ballet dancer and choreographer
1944-01-01T00:00:00+02:00,1944-02-22,2003-01-01T00:00:00+02:00,Esophageal cancer,Attorney
1944-01-01T00:00:00+02:00,1944-03-16,2013-01-01T00:00:00+02:00,Myocardial infarction,Japanese actor
1944-01-01T00:00:00+02:00,1944-05-14,2003-01-01T00:00:00+02:00,{Suicide|Dextropropoxyphene},British weapons expert
1944-01-01T00:00:00+02:00,1944-07-18,2010-01-01T00:00:00+02:00,2010 Haiti earthquake,Haitian-Canadian geographer author and politician
1944-01-01T00:00:00+02:00,1944-09-05,1989-01-01T00:00:00+02:00,AIDS,Actor musician composer
1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,1981-01-01T00:00:00+02:00,Hafte Tir bombing,Iranian activist cleric and politician
1944-01-01T00:00:00+02:00,1944-08-30,2007-01-01T00:00:00+02:00,Inflammatory breast cancer,American journalist
1944-01-01T00:00:00+02:00,1944-12-15,2012-01-01T00:00:00+02:00,Stomach cancer,Actor
1944-01-01T00:00:00+02:00,1944-03-31,1995-01-01T00:00:00+02:00,Breast cancer,Welsh actress
1944-01-01T00:00:00+02:00,1944-07-02,2004-01-01T00:00:00+02:00,Cardiac arrest,Indian actor
1944-01-01T00:00:00+02:00,1944-09-25,1985-01-01T00:00:00+02:00,Suicide,Pornographic actress specializing in bestiality
1944-01-01T00:00:00+02:00,1944-01-06,2013-01-01T00:00:00+02:00,Pancreatic cancer,American actress
1944-01-01T00:00:00+02:00,1944-09-22,2004-01-01T00:00:00+02:00,Ewing's sarcoma,English film and television director
1944-01-01T00:00:00+02:00,1944-11-27,2008-01-01T00:00:00+02:00,Liver cancer,Actor
1944-01-01T00:00:00+02:00,1944-04-30,2010-01-01T00:00:00+02:00,B-cell chronic lymphocytic leukemia,American actor
{1944-01-01T00:00:00+02:00|1945-01-01T00:00:00+02:00},{1944-01-26|1945-01-26},1995-01-01T00:00:00+02:00,Lymphoma,Comedian singer
1944-01-01T00:00:00+02:00,1944-05-30,2000-01-01T00:00:00+02:00,Brain tumor,Actress
1944-01-01T00:00:00+02:00,1944-06-20,2009-01-01T00:00:00+02:00,Lung cancer,Actress
1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,1989-01-01T00:00:00+02:00,{Strangling|Barbiturate overdose},Canadian murder victim
1944-01-01T00:00:00+02:00,1944-12-23,2001-01-01T00:00:00+02:00,Leukemia,American architect
1944-01-01T00:00:00+02:00,1944-11-24,1974-01-01T00:00:00+02:00,Lymphoma,Actor
1944-01-01T00:00:00+02:00,1944-10-20,2008-01-01T00:00:00+02:00,Hypoxia (medical),British actor
1944-01-01T00:00:00+02:00,1944-10-28,1986-01-01T00:00:00+02:00,Motorcycle,French actor
1944-01-01T00:00:00+02:00,1944-08-20,2014-01-01T00:00:00+02:00,Myocardial infarction,Brazilian actor
1945-01-01T00:00:00+02:00,1945-01-19,2011-01-01T00:00:00+02:00,Lung cancer,Burmese film director
1945-01-01T00:00:00+02:00,1945-09-14,1974-01-01T00:00:00+02:00,Suicide,Brazilian theologian
1945-01-01T00:00:00+02:00,1945-09-20,1996-01-01T00:00:00+02:00,Murder,Brazilian politician
{1945-01-01T00:00:00+02:00|1946-01-01T00:00:00+02:00},{1945-02-16|1946-02-07},2011-01-01T00:00:00+02:00,Pancreatic cancer,British actor
1945-01-01T00:00:00+02:00,1945-10-19,1988-01-01T00:00:00+02:00,Cardiomegaly,American actor and singer
1945-01-01T00:00:00+02:00,1945-02-14,2013-01-01T00:00:00+02:00,Parkinson's disease,American former actor
1945-01-01T00:00:00+02:00,1945-06-22,2014-01-01T00:00:00+02:00,Prostate cancer,American film executive
1945-01-01T00:00:00+02:00,1945-05-28,1996-01-01T00:00:00+02:00,Heart failure,American activist
1945-01-01T00:00:00+02:00,1945-11-27,2013-01-01T00:00:00+02:00,Cardiac surgery,American actor writer and director
1945-01-01T00:00:00+02:00,1945-09-16,2010-01-01T00:00:00+02:00,Breast cancer,American actor
1945-01-01T00:00:00+02:00,1945-05-31,1982-01-01T00:00:00+02:00,{Cocaine|Barbiturate},German movie director screenwriter and actor
1945-01-01T00:00:00+02:00,1945-02-10,2013-01-01T00:00:00+02:00,Cancer,American actor
1945-01-01T00:00:00+02:00,1945-08-11,1998-01-01T00:00:00+02:00,Aneurysm,Canadian businessman
1945-01-01T00:00:00+02:00,1945-10-22,2012-01-01T00:00:00+02:00,Pancreatic cancer,Television producer
1945-01-01T00:00:00+02:00,1945-01-14,2010-01-01T00:00:00+02:00,Cardiac arrest,American actress
1945-01-01T00:00:00+02:00,1945-01-30,1987-01-01T00:00:00+02:00,Assassination,Ugandan politician
1945-01-01T00:00:00+02:00,1945-01-01T00:00:00+02:00,2013-01-01T00:00:00+02:00,Colorectal cancer,Israeli rabbi and peacemaker
1945-01-01T00:00:00+02:00,1945-10-18,2013-01-01T00:00:00+02:00,Prostate cancer,Television producer and host
1945-01-01T00:00:00+02:00,1945-04-04,2010-01-01T00:00:00+02:00,Multiple myeloma,American actor
1946-01-01T00:00:00+02:00,1946-02-01,2011-01-01T00:00:00+02:00,Cancer,English actress
1946-01-01T00:00:00+02:00,1946-02-14,2003-01-01T00:00:00+02:00,Hepatocellular carcinoma,American actor and dancer
1946-01-01T00:00:00+02:00,1946-03-27,2008-01-01T00:00:00+02:00,Amyotrophic lateral sclerosis,British scientist
1946-01-01T00:00:00+02:00,1946-10-17,2010-01-01T00:00:00+02:00,Ballistic trauma,American publicist
1946-01-01T00:00:00+02:00,1946-02-08,2013-01-01T00:00:00+02:00,Myocardial infarction,War correspondent journalist
1946-01-01T00:00:00+02:00,1946-10-02,1985-01-01T00:00:00+02:00,Suicide,French actor
1946-01-01T00:00:00+02:00,1946-06-14,2009-01-01T00:00:00+02:00,Leukemia,French/Swiss billionaire
1946-01-01T00:00:00+02:00,1946-12-09,2001-01-01T00:00:00+02:00,Suicide,American astronomer
1946-01-01T00:00:00+02:00,1946-12-19,2002-01-01T00:00:00+02:00,Synovial sarcoma,Actor
1946-01-01T00:00:00+02:00,1946-04-10,2001-01-01T00:00:00+02:00,September 11 attacks,American television producer
1946-01-01T00:00:00+02:00,1946-06-28,1989-01-01T00:00:00+02:00,Ovarian cancer,American comedian
1946-01-01T00:00:00+02:00,1946-04-22,2008-01-01T00:00:00+02:00,Suicide,Microbiologist vaccinologist
1946-01-01T00:00:00+02:00,1946-06-17,2001-01-01T00:00:00+02:00,Assassination,Russian dissident and activist
1946-01-01T00:00:00+02:00,1946-09-26,2005-01-01T00:00:00+02:00,Myocarditis,Feminist writer
1946-01-01T00:00:00+02:00,1946-05-27,2013-01-01T00:00:00+02:00,Cancer,Actor
1946-01-01T00:00:00+02:00,1946-07-12,2010-01-01T00:00:00+02:00,Cancer,British photographer
